,page_index,page_element_index,farm_id,user_name,farm_name,gender,spouse,pet_type,pet_name,total_earnings,favorite_thing,time_played,farming_skill,mining_skill,foraging_skill,fishing_skill,combat_skill
583,11178,15,1FFcEF,Griff,Hairy Guy,Male,Leah,dog,Chug,9363771,G$#&!s,99.4 hours,,,,,
584,14915,15,1DbUOy,Juzíneo,Taurus,Male,Shane,cat,Ganesha,1397767,Montey,63.2 hours,10,10,10,10,10
585,7144,2,1Iulmw,Storm,Thunder Hills,Female,Unmarried,NA,NA,350,Lightning,0.6 hours,0,0,1,0,0
586,7667,14,1HXRvd,Lucas,Hentai,Male,Unmarried,dog,JoshDrury,452972,Pizza,21.7 hours,10,7,2,4,5
587,10555,11,1FX86j,Hyeon,Boo,Male,Unmarried,cat,Gurumi,101755,Cat,16.0 hours,8,5,6,4,5
588,9104,17,1H21ML,Bam,BamBam,Male,Unmarried,dog,BonBon,85338,Dambo,11.2 hours,9,5,6,4,5
589,10519,14,1FYuR6,栗,栗子,Female,Elliott,cat,味噌,5327712,兔子,111.7 hours,10,10,10,10,9
590,14445,8,1DwmgC,Julie,The Best,Female,Unmarried,dog,Cysiu,150548,Peanut Butter,30.1 hours,10,7,6,3,7
591,11408,10,1FyrjD,Matthew,Anderson,Male,Unmarried,dog,Rox,822652,booty,39.5 hours,,,,,
592,6266,0,1J82ry,小王八,家有儿女,Female,Unmarried,cat,奶油,66939,小王八,11.0 hours,7,4,3,5,4
593,7443,6,1Iaju0,Eini,Eini's Meme,Female,Haley,dog,Stabbo,1540545,Memes,86.4 hours,10,9,10,8,9
594,9035,14,1H4JUL,Nikowel,Batado,Female,Sam,dog,Potato,4373685,Potatoes,109.6 hours,10,10,10,6,8
595,9507,6,1GMtak,23333333333333333,2.33333E+12,Male,Unmarried,cat,小爱,12451,23333333333,4.6 hours,10,10,10,10,10
596,2261,1,1MMRBq,DIO,NHỜN,Male,Unmarried,NA,NA,605,ConcernedApe,0.6 hours,0,0,1,1,0
597,10600,4,1FVMQa,Connor,Big Oak Acre,Male,Unmarried,dog,Castiel,153613,games,40.4 hours,9,6,7,5,6
598,14230,3,1DE3zc,Drew Douggie,Farmer D,Male,Unmarried,dog,Dicky,98126,Tits,23.0 hours,5,5,6,10,5
599,5747,6,1JpA6g,Summer,Cedar Creek,Female,Unmarried,cat,Snicklefritz,2177175,Chocolate,65.0 hours,10,10,10,10,9
600,3077,16,1LGOZj,Ulysses,Spring,Male,Abigail,dog,Brutus,2534719,Food,101.4 hours,10,10,10,10,9
601,6308,11,1J6yaw,Peter,By the River,Male,Leah,cat,Minkie,4330759,Coffee,96.0 hours,10,9,10,10,8
602,9505,17,1GMvae,Domo,EatPant,Male,Unmarried,cat,Garfielf,828857,Banan,48.6 hours,10,9,9,10,9
603,13403,1,1Elqn9,Mike,Pokemon,Male,Haley,cat,Shupo,1120408,Games,57.9 hours,10,10,10,10,9
604,7879,2,1HP59v,Marcus,younr,Male,Penny,cat,shrek 3,865748,shrug emoji,64.2 hours,10,10,10,10,10
605,6946,10,1IFlBB,Kayleigh,Swee!#*^er,Female,Leah,dog,Suki,31821230,dreaming,228.3 hours,,,,,
606,2043,8,1N89Ag,Brad,Solitude,Male,Unmarried,dog,Champ,209198,Freedom,26.4 hours,5,9,7,10,9
607,11431,5,1FxKM7,Ina Garden,Jardin,Female,Harvey,cat,Miso,693267,<,109.4 hours,10,10,10,10,10
608,38,10,1Sae3o,Mitternacht,Raithneach,Female,Abigail,dog,Brian Boru,12802609,Music,271.4 hours,10,10,10,10,10
609,11144,5,1FG94n,Michael,Hill,Male,Unmarried,dog,Indie,32534,Clouds,15.3 hours,,,,,
610,6337,17,1J5fxo,Isealin,Espurna,Female,Unmarried,cat,Espurna,2581,Formatge,3.5 hours,1,1,2,1,0
611,4545,14,1KkDHQ,Gwapo Ko,BSMT,Male,Unmarried,dog,Browny,68090,ConcernedApe,10.7 hours,7,2,4,9,2
612,15370,7,1CQ6Qa,Zach,Sunset,Male,Unmarried,dog,Yogi,432449,Power,33.5 hours,10,8,9,9,7
613,10194,10,1GfBSJ,АŌ,АŌɐ,Female,Alex,cat,ॻ̮,2203270,ݕܞݓתȫ,77.6 hours,10,10,10,8,9
614,5855,10,1JmGgZ,Eliza,Starlight,Female,Sebastian,cat,Cuddles,910565974,Cuddles,302.6 hours,10,10,10,10,10
615,1375,9,1OcYQu,Hunter,Lone Stag,Male,Unmarried,dog,Finley,1764,Pizza,2.4 hours,1,1,1,0,0
616,12924,3,1EGNSi,Gaussrik,Golden Tiger,Male,Abigail,cat,Bandit,3221635,Daydreaming,64.5 hours,10,10,10,10,10
617,5251,8,1JF1tA,Annie,Mulberry,Female,Penny,cat,Coco,6187354,Coco,139.3 hours,10,10,10,10,10
618,3014,12,1LLp8O,Giles,Bigfarm,Male,Unmarried,cat,Dandelion,161458,Xavier,20.0 hours,9,6,6,8,4
619,346,8,1QM2cu,Big Boss,Best,Male,Leah,cat,Maya,1120770,*%#^,30.8 hours,10,9,6,8,8
620,1559,12,1NUySJ,Keaton,Blue Apple,Male,Unmarried,cat,La-La,321775,Cyra,23.8 hours,10,8,7,8,7
621,10475,12,1G0xXa,Quoki,Boozeshire,Female,Abigail,dog,Vodka,8117565,Vodka,109.1 hours,10,10,10,10,10
622,5362,15,1JAPh1,Bjorn,Skjalderfandi,Male,Sam,cat,Frotsie,440711,luci,47.5 hours,10,9,8,10,8
623,8139,4,1HCjwX,广田棘尾,赤勒特,Male,Unmarried,dog,贝图阁,22567,纱弧迪蒙,4.5 hours,2,1,2,7,1
624,5457,2,1JxRNM,Rey,Animal,Male,Sarah,dog,Kentucky,1256595,Chicken,34.8 hours,10,8,7,0,7
625,12130,9,1FhZnF,Lachlan,Morrison,Male,Haley,cat,Tiger,194351,Madeon,18.4 hours,9,7,8,3,6
626,11336,6,1FAUC2,Joe,Blue Moon,Male,Abigail,cat,Jude,2129142,Cunnilingus,77.6 hours,,,,,
627,9714,2,1GEZXJ,hongdou,shatan,Male,Unmarried,cat,达德利,201465,花,19.1 hours,8,5,7,10,4
628,1000,11,1P21rG,Aninha,SweetFarm,Female,Alex,cat,Mel,1686551,Flores,83.8 hours,,,,,
629,1068,12,1OQQ7P,Flynt,Pelican,Male,Unmarried,cat,Ginger,21091064,Foxes,155.4 hours,10,10,10,10,10
630,12627,15,1EVbpU,Stinsey,Paçocalândia,Male,Unmarried,cat,Nescau,461695,Açaí,40.0 hours,10,9,7,8,7
631,1069,0,1OQN58,Queen,Grise,Female,Unmarried,cat,Tortue,33176927,Musique,444.7 hours,10,10,10,10,10
632,10794,3,1FQ5x2,Like_ya,将崖,Male,Unmarried,cat,雅雅,675211,ConcernedApe,26.4 hours,10,10,10,10,10
633,7806,8,1HS83C,Gabe,Sunny,Male,Unmarried,NA,NA,5043795,Stuffed Anima,0.3 hours,0,0,0,0,0
634,14556,14,1DswOL,阮阮,阮阮天国,Male,Unmarried,dog,威威,1156926,钓鱼,53.2 hours,10,10,10,10,7
635,16081,16,1Cp3dF,Luna,Altissia,Female,Unmarried,dog,Pryna,308417,Noctis,29.1 hours,10,8,8,9,9
636,2665,7,1Md6z5,Timm,Königs,Male,Abigail,cat,Felilou,244828,Angeln,39.0 hours,10,3,8,4,4
637,3899,10,1L1kRt,Wofl,♡´･ᴗ･`♡,Male,Maru,cat,Chó,10707272,Favorite,16.7 hours,10,10,10,10,10
638,10298,3,1G9TOh,Dante,Haven,Male,Penny,cat,Taz,537549,Green Tea,56.5 hours,10,8,9,10,8
639,1419,17,1O90Mi,Wilson,Starving,Male,Emily,cat,Glommer,175414,Not Starving,31.6 hours,8,8,6,9,7
640,2984,0,1LNjAl,Kevin,Fantama,Male,Leah,cat,Gate,1685680,Procastination,48.5 hours,10,10,10,7,9
641,8310,6,1Huegv,Manda,Mayberry,Female,Abigail,dog,Herbie Junior,2935427,Naps,117.4 hours,,,,,
642,2039,7,1N8pTO,Grayson,Cartwheel,Male,Unmarried,cat,Noodle,863931,Noodles,82.8 hours,10,8,10,9,7
643,3717,14,1L7KZF,Josh,Quarantine,Male,Unmarried,cat,Goose,6890505,My Wife,112.4 hours,10,10,10,10,10
644,576,15,1Q0ltw,Cubic,Winterfell,Male,Leah,dog,Lucky,19229768,Beer,232.3 hours,10,10,10,10,10
645,8486,15,1Hn5eR,Marshall,Daintree Forest,Male,Emily,cat,Luna,3034971,Floresta,37.8 hours,10,8,7,2,8
646,3379,6,1LpgU0,Pulga,Rocktusk,Female,Unmarried,cat,Miso,247301,Axe,59.8 hours,10,7,7,9,7
647,7330,9,1IhVYF,Felicity,Felyne,Female,Unmarried,cat,Mr Pickles,191407,Coffee,24.9 hours,9,6,8,5,6
648,12243,5,1FfD8S,Trujillín,LejiadaPadre,Male,Unmarried,dog,Pendere,197308,Lejía en polvo,19.7 hours,,,,,
649,12759,0,1EOXbf,Erin,Harvest,Female,Sebastian,cat,Kubbie,3643997,food,55.0 hours,10,10,10,10,9
650,12478,9,1F3j9k,Blyter,yellow,Male,Unmarried,dog,mano brau,2944954,rivers,105.6 hours,10,8,9,9,7
651,11300,12,1FBWsT,Sunshine,Sunshine Club,Male,Unmarried,cat,Simba,410875,Pierogis,39.8 hours,9,9,10,10,8
652,12922,13,1EGRma,Derek,Maverick,Male,Haley,cat,Beards,489893,Beards,49.9 hours,10,9,8,10,6
653,11928,1,1Flv5K,Josh,Lucky,Male,Abigail,dog,Yogi,5540272,Boobs,85.8 hours,10,10,10,9,10
654,10876,11,1FNMa1,Asgore,Underground,Male,Haley,cat,Gato,11485782,Chá,92.9 hours,,,,,
655,15698,4,1CDhSl,Rose,Skyfall,Female,Shane,dog,Rodger,782927,Video Games,56.6 hours,,,,,
656,12077,13,1FiF6G,Svenne,Duck,Male,Unmarried,cat,Dudley,302433,Clay,18.6 hours,,,,,
657,9085,16,1H2Rn8,Josh,Flim Flam,Male,Unmarried,cat,Milo,113959,magic,26.8 hours,,,,,
658,13798,16,1DZbab,Dale,Skalba,Male,Haley,cat,Chew Chew,802789,Games,59.9 hours,,,,,
659,12146,9,1FhHF0,Edvard,Осенняя,Male,Penny,cat,Пушок,3017266,Машинка,148.6 hours,10,9,10,10,8
660,669,16,1PLv1J,起落,焦頭爛鵝,Male,Sebastian,cat,橙子,5718583,地呱,88.3 hours,10,10,10,8,9
661,5517,5,1JvWhD,Aaron,Delta,Male,Unmarried,cat,Hamuel,1416380,tool steel,61.9 hours,10,10,10,10,9
662,13336,14,1EoUND,Jonas,Harland,Male,Unmarried,NA,NA,3700,Chicken,9.0 hours,3,2,4,0,0
663,5351,17,1JBdsN,Adolf Hitler,3rd Reich's,Male,Haley,cat,NAZI,3842865,Jews,73.8 hours,10,10,10,7,9
664,2551,8,1MlkX0,Leylas,Skyhold,Female,Penny,cat,Kitten,1586010,Skyhold,42.9 hours,10,10,8,6,9
665,6748,10,1INTik,Zwei,Solari,Female,Sebastian,dog,Sif,29267866,Food,231.0 hours,10,10,10,10,10
666,10005,14,1GpyLu,Ulinho,!$^#ty,Male,Unmarried,cat,Bichano,732353,Money,39.6 hours,10,10,9,10,10
667,14316,1,1DAZ0l,Ketchop,pikachu,Female,Sebastian,cat,cheeze,4339325,unique,95.3 hours,10,9,10,10,8
668,1399,1,1OaF4S,Tom Bombadil,Old Tom,Male,Abigail,cat,Goldberry,684438,Lily Pads,41.3 hours,10,9,8,7,8
669,8046,3,1HH7cd,Rapha,Heaven,Male,Unmarried,cat,Luna,42286,ConcernedApe,13.4 hours,4,6,5,2,5
670,13830,17,1DXen3,ShaSha,ShaSha Land,Female,Leah,cat,sub,3437683,flower,171.9 hours,10,10,10,10,10
671,6318,13,1J66j1,Arel,Soldew,Male,Unmarried,dog,Yogi,170955,Summer,34.5 hours,9,8,8,8,7
672,7891,8,1HOwnO,Keilan,Scholtek,Male,Leah,cat,Morag,5957239,Pizza,75.6 hours,10,10,10,10,10
673,11280,12,1FCsmS,Hyeong,123,Male,Sam,cat,Chiaki,138651,Donburi,33.6 hours,7,3,7,9,1
674,14556,15,1DswJ6,Tree,Veganic,Male,Leah,cat,Simon,1577623,Spirit,67.0 hours,10,10,10,0,0
675,8068,11,1HFU4Y,Bdon,Bdon Hillz,Male,Unmarried,dog,Andre,121975,Camera,30.1 hours,8,5,6,4,3
676,15599,16,1CHxpF,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,,,,,,
677,8165,2,1HAOoL,Canabinoides,Planet Hemp,Male,Abigail,dog,Beck,3031768,FumarVerde,56.4 hours,10,9,10,10,9
678,7843,5,1HQy42,flame,blaze,Female,Penny,dog,小火,4430080,fire,86.8 hours,,,,,
679,9926,15,1GucSz,Mumpenfloh,Mumpen,Male,Unmarried,NA,NA,1082,Mumpi,1.3 hours,1,0,2,0,0
680,7434,10,1IaHHN,Michael,Lovely,Male,Leah,cat,Cupcake,3025698,Steven Seagal,83.8 hours,10,10,10,10,10
681,4732,8,1K8tQC,Louise,Salty Smell,Female,Unmarried,dog,Serelepe,295641,Morango,42.0 hours,10,9,8,9,9
682,6654,16,1IREKH,Аркадиуш=,Орбита,Male,Unmarried,cat,Ромашка,176977,Котвица,54.6 hours,7,5,8,10,5
683,13760,8,1E1inh,BrianCDR,CuDeBode,Male,Unmarried,dog,Nina,2079373,!$#o $#*&,49.7 hours,5,10,7,10,10
684,9928,14,1Gu5pn,Jerry,Le Huo,Male,Unmarried,NA,NA,1866,Sleep,2.9 hours,1,1,2,1,0
685,1765,13,1NxpvU,jotaro,Astolfo,Female,Unmarried,cat,cookie,842199,Astolfo,57.7 hours,10,9,10,10,8
686,7221,11,1Ipllw,damst,Poppy,Male,Haley,dog,Damsterdam,2119963,Doing dru,69.1 hours,10,10,10,10,10
687,5705,15,1JqMYK,Eira,Verde,Female,Leah,cat,Miso,2280700,Matcha,115.8 hours,10,9,10,10,9
688,15633,7,1CGbSP,Filipe,Vale do Silicio,Male,Unmarried,dog,Harvey,727556,Jogar,45.4 hours,10,8,9,0,8
689,15872,6,1CwdrR,Erikson,Fish Hook,Female,Haley,dog,Vagabond,1366660,G$#&!s,52.9 hours,10,7,9,10,7
690,12595,9,1EWXro,foo,tail,Male,Shane,cat,Dudley,391151,water,69.2 hours,10,8,8,10,7
691,14021,0,1DMvmJ,Sharks,Midgard,Female,Harvey,cat,George,714605,Sharks,56.6 hours,10,10,10,10,10
692,5640,12,1Jsrsb,함OO,함씨집안,Female,Leah,cat,미소,1689384,고기,84.2 hours,10,10,10,10,10
693,9839,8,1GzcGN,Trizha,StarMP,Female,Unmarried,cat,Miso,519982,Fiber,66.6 hours,,,,,
694,3622,17,1Lcpxq,Louise,Stormwood,Female,Emily,dog,Herbie,12477220,tiktoks,131.7 hours,10,10,10,10,10
695,10430,0,1G2AGc,HANA,KOKO,Female,Elliott,cat,kkobuki,20214589,MOOMIN,214.4 hours,10,10,10,10,10
696,7846,4,1HQrSM,Dương,Sunshine,Male,Unmarried,dog,Minh,45344159,Hiên,215.7 hours,10,10,10,10,10
697,8585,14,1HjPzY,Galaxy,Milkyway,Female,Sebastian,cat,Mercury,2492428,Stars,71.3 hours,10,10,10,10,10
698,12551,4,1EZvt9,Ezio,Florence,Male,Unmarried,NA,NA,85,Internet,0.3 hours,0,0,0,0,0
699,9749,7,1GDCKB,詹姆斯,艾欧尼亚,Male,Abigail,dog,库里,37672523,迪丽热巴,136.0 hours,10,10,10,10,10
700,12294,13,1Fe70J,Danec,YoloSwag,Male,Leah,cat,Ouroboros,452198,Death,45.8 hours,10,9,9,10,8
701,2710,9,1M9wRp,Aldyfa,Love,Female,Sebastian,dog,Caramel,2973290,Cat,99.9 hours,10,9,10,10,8
702,1813,5,1Ns3Oi,Emma,Yes,Female,Sebastian,cat,Max,50009720,P!atd,102.7 hours,10,10,10,10,10
703,8624,13,1HiIqm,Phoenix,Phoenix,Male,Haley,cat,Miso,1382410,Tomato,58.5 hours,10,8,9,10,7
704,1751,11,1NyVYy,sab,neutral,Female,Unmarried,cat,athena,3211947,nikki,100.8 hours,10,10,10,10,9
705,11833,2,1Fnzkx,Brian,River,Male,Emily,cat,Mina,11671109,Women,299.8 hours,,,,,
706,14971,12,1D9NSs,mhhhh,秋天,Male,Unmarried,dog,蒙特,4469437,钓鱼,72.9 hours,10,10,10,10,9
707,13642,0,1E7r9u,Ruben,Blossom,Male,Unmarried,cat,Puddles,71461,Dragons,13.8 hours,,,,,
708,9959,14,1Gs3Nd,Derp,Derp,Male,Unmarried,cat,Merle,11955172,Derpies,89.3 hours,,,,,
709,9596,8,1GJ52g,Syllver,Magica,Female,Unmarried,cat,Canis,23201,Murder,5.2 hours,,,,,
710,11866,10,1FmR44,Eno,Pancake,Male,Unmarried,cat,Chu,564397,Pancakes,32.8 hours,10,8,8,7,7
711,13887,11,1DTzJh,Felix,Heart,Male,Unmarried,cat,Syrup,760504,Peaches,72.0 hours,10,10,10,9,10
712,7402,16,1Id01z,Patrick,Marge,Male,Shane,cat,Bilge,5005321,Weed,152.3 hours,10,10,10,10,10
713,2199,4,1MSGCp,Alessia,Meadowgrove,Female,Leah,cat,Lucia,1553588,tits,61.4 hours,10,9,9,7,8
714,10810,14,1FPC5Z,Tapioca,Gulag,Male,Abigail,cat,Wollono,2261380,Communism,59.9 hours,10,8,9,8,8
715,8588,8,1HjLf3,Storm,Sunny,Male,Leah,dog,One eye Jack,1058275,Hamburger,90.1 hours,10,10,10,10,10
716,4433,12,1KuKPF,Vamp,Ligma,Male,Unmarried,cat,Fortune,323357,deez nuts,46.1 hours,10,8,7,10,5
717,4688,9,1KaMpn,Jozroz,Bumble Wood,Male,Unmarried,dog,Aesop,389327,Tea,39.9 hours,10,8,8,7,7
718,7308,12,1IjxFt,Ruth,Fresh Start,Female,Unmarried,NA,NA,12293,Ian,3.5 hours,1,2,3,7,1
719,11891,16,1FmfPS,Noah,Highlander's,Male,Unmarried,dog,Bark,91742,Titty Sucking,12.0 hours,6,4,5,6,5
720,13022,11,1ED5Ew,Davi,Boa Vista,Male,Penny,dog,trash,6137283,food,139.4 hours,10,10,10,10,10
721,2134,15,1MZufA,Оз,Пандора,Male,Elliott,dog,Гилберт,920158,Часы,60.4 hours,,,,,
722,4292,14,1KI6jR,Pru,El Rancho,Female,Unmarried,cat,Kakashi,22127,Nachos,5.4 hours,5,3,3,3,2
723,1105,0,1OLecS,Haruto,TideFarm,Male,Penny,cat,Bully Maguire,68905328,Money,23.4 hours,10,10,10,10,10
724,10805,5,1FPKO4,kleberS0N,Glub Glub,Male,Unmarried,dog,Spike,141676,Vagina,18.2 hours,9,6,6,10,6
725,6352,3,1J4KcW,Jupiter Jones,Rocky Bea,Male,Unmarried,dog,Fri,130124,Sherlock,13.9 hours,8,6,10,4,4
726,15582,13,1CHYcz,%name,Experimental,Female,Unmarried,cat,Zuko,1344432,DATA,8.8 hours,0,5,7,1,5
727,9452,16,1GOpee,Pepi,Longobardi,Female,Harvey,cat,gunther,593232,el longaniza,67.1 hours,10,8,9,9,8
728,2360,5,1MDzk3,Lilly,Jackson,Female,Unmarried,NA,NA,2401,your mum,0.7 hours,0,0,1,2,0
729,9085,7,1H2SM7,Megamookie,Mook's,Male,Unmarried,dog,Yogi,77936,Mookies,20.2 hours,7,3,4,5,2
730,15720,5,1CCCDG,x,Gallente,Male,Unmarried,dog,Yogi,2800611,nothing,60.2 hours,10,10,10,10,10
731,14755,9,1DjhnM,莫小强,梦幻国度,Male,Unmarried,cat,金小菊,5404009,玩游戏,52.5 hours,10,10,9,10,7
732,2673,14,1Mcr1W,Anna,Tribulations,Female,Unmarried,cat,Gin,566001,Milk Tea,31.9 hours,10,10,9,6,8
733,3623,1,1LcppF,Victor,1Z,Male,Unmarried,NA,NA,1146,Dormir,2.6 hours,1,1,1,0,0
734,13504,15,1EfLzF,Stace,Squirt's,Female,Unmarried,dog,Beastiality,522820,Sweaty Balls,37.7 hours,10,8,10,10,8
735,2112,17,1N1UJL,LedZed,Pallet,Male,Emily,dog,Zelda,21036117,Paz,164.8 hours,10,10,10,10,10
736,13664,7,1E6jRb,阿武,开心,Male,Leah,dog,black,2180419,玩游戏,82.4 hours,10,10,10,10,10
737,10075,8,1Gmexu,Jenn,Evenclearing,Female,Unmarried,cat,April,409719,Cats,22.1 hours,10,7,5,6,6
738,661,8,1PMMyU,Gehbi,Buttsnatch,Female,Elliott,dog,Ghebi Jr,10842296,Pasta,219.7 hours,10,10,10,10,10
739,4571,10,1KiIVF,Eduardo,Tzu's Farm,Male,Haley,cat,Mia ,4991315,Dormir,41.9 hours,9,6,7,6,6
740,9386,17,1GQX5e,Cas,Starfall,Male,Unmarried,dog,Chaishe,566361,Space,65.5 hours,10,8,10,10,8
741,1493,5,1O1Wqr,Leo,Fazendinha,Male,Abigail,dog,Dog,1642656,Pizza,77.3 hours,10,10,10,10,10
742,142,16,1RyEb9,Jess,cornicopia,Female,Unmarried,cat,Miso,661094,reading,75.1 hours,10,9,8,10,8
743,1937,15,1NgaL1,Buttercup,Fudge,Female,Elliott,cat,Chuto,421358,Cookies,66.6 hours,9,8,10,10,7
744,5949,5,1JjLp5,MADI,Jakx Farming,Female,Unmarried,cat,larry,831997,cloud watchin,58.6 hours,10,7,8,2,6
745,10263,4,1GbL4H,Matt,Hallowfell,Male,Unmarried,dog,Potato,10274,Pizza,4.3 hours,3,2,4,0,1
746,13309,5,1Eqw5Q,jiyong,super hot,Male,Unmarried,cat,ˌ̞Ͻ,77338,lady,18.0 hours,4,6,6,9,6
747,8047,15,1HH1FN,Даня,Болото,Male,Unmarried,dog,Майдан,142203,мемах,14.3 hours,8,6,7,6,5
748,15988,0,1CskVL,Snailsby,Gastropoda,Male,Unmarried,cat,Mogar,151839,Snails,32.9 hours,,,,,
749,600,6,1PWSca,11,9911,Female,Sebastian,cat,33,6092786,piggy,154.6 hours,10,10,10,10,10
750,8938,13,1H8yGl,Eden,Hazard,Male,Penny,dog,ۅƟ,6033338,Coffe,125.0 hours,,,,,
751,15224,10,1CXhFQ,knowing,FutureBiotech,Male,Unmarried,cat,wyx,5251088,wyx,92.8 hours,10,10,10,10,10
752,10700,17,1FSEjd,Rick,Rolls,Male,Unmarried,cat,Dudley,21786,Maple,4.9 hours,4,5,4,2,4
753,8740,0,1HfkGB,Amy,Java Chip,Female,Unmarried,cat,Tater Tot,548233,Macarons,46.4 hours,,,,,
754,7113,8,1Iwp1f,Ryan,Pastel,Male,Haley,cat,Kage,267011,Love,32.4 hours,9,8,9,7,7
755,13322,1,1EpJdC,Dan,Dan,Male,Unmarried,dog,Seven,17341892,Dan,78.8 hours,10,10,9,0,9
756,12926,2,1EGIyY,Ash,Tristram,Male,Unmarried,dog,K9,301589,records,48.0 hours,9,9,9,8,9
757,8094,10,1HEzW2,Valentine,Deadland,Female,Unmarried,dog,Doc,8271,shootings,5.4 hours,2,2,4,1,0
758,985,7,1P4z6V,Ezra,Allington,Female,Haley,dog,Griser,2698620,Pumpkins,134.4 hours,10,10,10,10,10
759,8070,5,1HFOJg,Clark Kent,Kansas,Male,Shane,cat,Bruce,8472492,Bruce Wayne,172.6 hours,10,10,10,10,10
760,6640,17,1IS6Xh,Lola,Pollo,Female,Unmarried,dog,Rich,10770,Nala,5.7 hours,2,2,4,0,1
761,4104,17,1KV3HL,pingo,1+1,Male,Unmarried,cat,Seu Gerson,1759187,Dormir,79.2 hours,10,9,10,1,7
762,6279,10,1J7yRm,장사장,애주,Male,Unmarried,cat,네오,1507746,\,46.5 hours,10,9,8,7,8
763,10669,2,1FTEXF,Josephine,Respite,Female,Unmarried,cat,Rosie,40329,Candy,9.7 hours,6,3,3,7,2
764,1367,8,1Odz2O,자야,소환사,Female,Elliott,cat,케리아,32918251,트위스티드,103.7 hours,10,10,10,8,7
765,9182,9,1GZ9Tn,Sin,Sindria,Male,Unmarried,dog,Raito,2772490,Freedom,103.3 hours,10,10,10,10,10
766,981,17,1P5dAO,宏意,泰拉,Male,Unmarried,cat,湯姆,2537774,錢,51.6 hours,10,10,10,10,10
767,6249,3,1J8DV3,suri-chan,hell,Female,Unmarried,cat,kaori,225166,flowers,17.1 hours,10,10,10,60,10
768,11857,9,1Fn1no,Pear,Space Gay,Male,Harvey,cat,Sailor,4667515,Elderflowers,74.3 hours,10,10,10,9,10
769,9936,16,1GtCoW,OJALÁ,AURORA,Male,Sebastian,cat,coco,3710976,破晓,71.5 hours,10,10,10,5,10
770,475,17,1Qmh35,Jhung,Jhung's Farm,Male,Babie,dog,Abuji,4782786,Babie,78.8 hours,10,10,10,9,10
771,456,10,1Qpb8t,Zdzislaw,Stogniowice,Male,Abigail,dog,Joki,1161973,Pizza,63.7 hours,10,10,10,9,9
772,1753,4,1NyK4i,Marreta,Neverland,Male,Unmarried,dog,Nina Tucker,108929455,Bolsonaro,264.6 hours,,,,,
773,10522,9,1FYoiy,Tim,Tim's,Male,Leah,dog,Buddy,17950483,Pie,298.1 hours,10,10,10,10,10
774,7421,3,1IbKkY,涂#,圣皇,Male,Abigail,cat,豆芽,38690681,!$#,122.4 hours,10,10,10,10,10
775,6531,10,1IWY1H,chez,2020 lmao,Female,Emily,cat,Butche,3972679,pepe,71.3 hours,10,10,10,6,10
776,9389,2,1GQSDW,Cullie,Nice,Male,Emily,dog,Chief,1135513,Cycling,69.8 hours,10,9,9,10,8
777,2210,0,1MRrUE,Jacob,YeeYee Ranch,Male,Penny,dog,Ares,1080119,idk,89.1 hours,10,9,10,10,8
778,16019,16,1Cr10V,Julia,Exterheide,Female,Elliott,dog,Rudi,2206508,Schlaf,122.3 hours,10,8,10,8,6
779,8081,16,1HFfIP,Toan Hakuro,Vanila Farm,Male,Unmarried,NA,NA,0,!$# Toy,0.1 hours,0,0,0,0,0
780,6703,17,1IPBBZ,Godzilla,Pirate Lion,Female,Maru,cat,BlackPink,7220909,Battle Beasts,194.6 hours,10,10,10,10,10
781,455,6,1QphxE,Humzah,Millzone,Male,Unmarried,cat,Almost Pork,2807362,Pork,42.0 hours,10,1,9,10,2
782,11418,3,1Fy7eZ,Fuzias,Prinny,Female,Unmarried,cat,Bidule,3241200,Setsuni,43.5 hours,10,10,10,7,10
783,14589,1,1Drmg1,Kyle,DiamoundRanch,Male,Unmarried,dog,Rocco,1753852,Money,74.5 hours,10,10,9,9,8
784,5368,0,1JAF9B,Wellor,Epic,Male,Unmarried,dog,Cloxa,2258392,Slow life,88.1 hours,10,9,10,10,7
785,6359,12,1J4son,Marco,Oakland,Male,Penny,cat,Cherry,1523117,Food,103.5 hours,10,10,10,10,10
786,13235,15,1EuEqO,soja,Pine,Female,Unmarried,dog,Soybean,59597,blueberries,24.7 hours,6,6,8,0,5
787,2389,11,1MAwZ9,Chiến,Wildernes,Male,Haley,cat,Hellcat,6414619,Anything,108.8 hours,10,10,10,10,10
788,6434,5,1J1q0C,梅儿蒂,卡哇伊法姆,Female,Unmarried,cat,味噌,138941,抱抱,66.9 hours,9,8,8,10,7
789,4753,9,1K7n7D,병헌,자연,Male,Emily,cat,밍밍,2897733,평화,99.4 hours,10,10,10,10,9
790,2722,3,1M8xzN,Lorelei,Kokiri,Female,Alex,cat,Makar,2743814,peaches,122.9 hours,,,,,
791,13169,5,1ExtF9,Elijah,The Barn,Male,Unmarried,cat,Shamrock,1364639,Surfin',60.8 hours,10,10,10,10,10
792,2946,4,1LQay3,Goku,Boat,Male,Emily,cat,Chopper,1941535,boats,45.6 hours,10,10,10,8,10
793,14337,4,1DAa0y,Gabriel,Mineral,Male,Unmarried,dog,Kriptor,1330368,Cafe,40.4 hours,10,10,10,8,9
794,13899,17,1DSHee,阿岚,钟山,Male,Unmarried,cat,小七,285645,打怪,36.5 hours,8,10,9,10,9
